id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2992450,Luxury 2 bedroom apartment,4621559,Kenneth,,THIRD WARD,42.65789,-73.7537,Entire home/apt,70,28,9,2022-08-17,0.07,1,221,0,
3820211,Restored Precinct in Center Sq. w/Parking,19648678,Terra,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,86,2,314,2025-10-22,2.30,5,355,8,
5651579,Large studio apt  by Capital Center & ESP@,29288920,Gregg,,SECOND WARD,42.64615,-73.75966,Entire home/apt,64,2,377,2025-10-30,2.95,2,14,7,
6623339,Center Sq. Loft in Converted Precinct w/ Parking,19648678,Terra,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,85,2,332,2025-06-30,2.62,5,276,4,
9005989,"Studio in The heart of Center SQ, in Albany NY",17766924,Sugey,,SIXTH WARD,42.65559,-73.76506,Entire home/apt,85,1,623,2025-08-03,5.53,1,279,24,
9501054,Spacious suite with full bath by Capital  Center,29288920,Gregg,,SECOND WARD,42.64734,-73.75851,Private room,56,1,437,2025-10-18,3.68,2,243,34,
10768745,Alb hospital area studio bath wifi. (Red),5691268,Elizabeth,,FOURTEENTH WARD,42.66078,-73.80553,Private room,47,1,853,2025-10-28,7.18,2,163,133,
11253948,/Fire Place Bungalow\ 1917 SUNY Eagle 6Beds 2Baths,4259750,Peter,,FIFTEENTH WARD,42.67567,-73.82438,Entire home/apt,191,1,210,2025-10-19,1.83,8,348,43,
11639446,$55twin($30 foreign student)FreeBF Noa/c no smoke,61700428,Abdullah,,ELEVENTH WARD,42.67583,-73.78297,Private room,55,15,231,2024-02-29,2.01,2,365,0,
12799126,Private Room in the Hearth of the Albany,69729286,Musab,,SIXTH WARD,42.65154,-73.76867,Private room,59,5,29,2025-08-09,0.46,2,340,1,
13083497,Pristine Cape Cod on the Creek - 4 Large Bedrooms,1364123,Akhilesh,,FIFTEENTH WARD,42.66972,-73.82753,Entire home/apt,219,2,195,2025-11-03,1.71,1,349,9,
14316232,"Unique Modern Room, Perfect Location Albany",36438637,Chad,,TENTH WARD,42.65726,-73.78219,Private room,45,18,54,2025-05-08,0.48,2,365,3,
14989805,/Miller Colonial\ 1946 SUNY Eagle Hill 5Bed 2Baths,4259750,Peter,,FIFTEENTH WARD,42.673512,-73.819679,Entire home/apt,185,1,123,2025-10-06,1.12,8,355,22,
15580397,Albany Medical/Downtown Albany/Colleges/ ROOM H,89705052,Share,,NINTH WARD,42.65651,-73.77887,Private room,59,2,54,2025-10-30,0.53,2,113,9,
16531782,On a little park in Albany pine hills. (Blue),5691268,Elizabeth,,FOURTEENTH WARD,42.66075,-73.80605,Private room,60,1,537,2025-10-28,8.10,2,354,80,
17238066,"$53($25 foreign student)Twin, noa/cno
Smoke freeBF",61700428,Abdullah,,FIFTH WARD,42.67614,-73.78169,Private room,,15,132,2024-08-01,1.27,2,365,0,
17514620,Cozy Modern Room Perfect Location Albany,36438637,Chad,,TENTH WARD,42.6584,-73.78309,Private room,41,18,56,2024-11-02,0.53,2,244,0,
18341426,/Sauna Ranch 1961\ SUNY Eagle Hill 4Beds 1Bath,4259750,Peter,,FIFTEENTH WARD,42.67637,-73.82395,Entire home/apt,555,1,58,2024-08-13,0.62,8,365,0,
19527043,Charming 1 Bedroom in a Historic Residential Home,15223767,Ed,,NINTH WARD,42.65312,-73.78161,Private room,70,1,89,2025-10-13,1.04,3,257,7,
19822913,The Honey Comb hideout,140060931,McKinley,,FOURTH WARD,42.668842904707454,-73.74151370795786,Entire home/apt,148,2,1,2025-08-04,0.31,1,87,1,
20519885,8 Year SuperHost 5 Bedroom Home In Albany!,67171774,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Entire home/apt,290,4,125,2025-10-26,1.28,1,327,20,
20620135,/Red Warhol Ranch\ 1959 SUNY Eagle Hill 4beds1Bath,4259750,Peter,,FIFTEENTH WARD,42.675,-73.82382,Entire home/apt,156,1,92,2025-10-23,0.94,8,360,33,
20633175,"Garden Apartment, on the Park, close to Capital.",65414985,James,,SEVENTH WARD,42.64939,-73.76865,Entire home/apt,112,2,132,2025-10-20,1.42,2,353,1,
20671966,"The Metropolitan,3rd floor suite",98744672,Bela,,NINTH WARD,42.65532,-73.78244,Entire home/apt,92,2,48,2025-05-19,0.48,8,306,4,
21052414,Cozy bedroom with (2) walk-in closets,135717458,Chad,,THIRTEENTH WARD,42.66565,-73.77975,Private room,36,18,47,2025-08-31,0.52,3,341,5,
21392315,The Blair Suite,98744672,Bela,,NINTH WARD,42.65372,-73.78244,Entire home/apt,89,2,137,2025-10-19,1.41,8,295,12,
21449583,/zBig Blue Ranch\ 1962 SUNY Eagle Hill 4Beds 2Bath,4259750,Peter,,FIFTEENTH WARD,42.67547,-73.82402,Entire home/apt,766,4,9,2025-08-05,0.09,8,365,1,
21752534,"NEW LISTING! Modern, completely updated, LOCATION!",152762198,Allen,,TENTH WARD,42.66045,-73.77833,Entire home/apt,68,3,184,2025-10-07,1.90,9,357,12,
21769213,Cozy downstairs bedroom in quiet neighborhood!,135717458,Chad,,ELEVENTH WARD,42.66572,-73.77834,Private room,27,18,34,2025-08-30,0.36,3,324,6,
21769439,Cozy upstairs room with (1) walk-in closet,135717458,Chad,,ELEVENTH WARD,42.66703,-73.77842,Private room,35,20,27,2025-10-27,0.28,3,344,3,
22398196,Elegant Guest Suite in our beautiful Victorian!,98744672,Bela,,NINTH WARD,42.65501,-73.78122,Private room,59,2,130,2025-09-28,1.37,8,349,14,
24606880,The Western Suite,98744672,Bela,,NINTH WARD,42.65431,-73.78178,Private room,59,2,55,2025-10-12,0.64,8,320,9,
25549565,Quiet and Pretty in the Heart of Center Square,9666970,Janet,,SIXTH WARD,42.65345,-73.7645,Entire home/apt,104,1,964,2025-10-19,10.68,1,168,91,
26139592,Garden Apartment in Ctr. Square: Monthly Discounts,6833937,Farah,,SIXTH WARD,42.65403,-73.76325,Entire home/apt,81,2,156,2025-10-25,1.76,1,339,30,
27670660,The Rock & Roll Suite,98744672,Bela,,NINTH WARD,42.6543083190918,-73.78177642822266,Private room,59,2,32,2025-10-27,0.39,8,339,6,
27692601,Albany Cozy home with fireplaces and Sunroom,202580880,Rosanne,,EIGHTH WARD,42.64514,-73.80668,Entire home/apt,250,3,16,2025-08-03,0.19,1,179,2,
28341274,Private room in historic building on the park,54394342,Alice,,SIXTH WARD,42.65821,-73.76917,Private room,115,1,104,2025-10-19,1.20,1,364,16,
28400263,Private Room in Historic Residential Home,15223767,Ed,,NINTH WARD,42.65464,-73.78348,Private room,51,1,272,2025-06-28,3.20,3,233,8,
28722270,✍Historic Loft Suite @ Downtown Albany,44434571,Earl Vanze,,SECOND WARD,42.64535,-73.75365,Entire home/apt,79,1,727,2025-10-29,8.59,11,330,67,
28868857,⭐Cozy Garden Suite Full Amenities @Downtown Albany,44434571,Earl Vanze,,SECOND WARD,42.64535,-73.75365,Entire home/apt,63,1,661,2025-10-24,7.87,11,347,78,
28929840,"Spacious
private suite and private bath",194113768,Rachel,,FOURTH WARD,42.6737,-73.75313,Private room,71,1,8,2025-10-12,0.09,1,166,1,
29605579,Funky Urban Gem: Prime Central Location - Parking!,19648678,Terra,,SIXTH WARD,42.65235,-73.76714,Entire home/apt,86,2,120,2025-09-29,1.41,5,321,24,
30189794,Seashore Suite At The Inn on South Lake,98744672,Bela,,NINTH WARD,42.6533,-73.78114,Private room,54,2,73,2025-10-01,0.89,8,287,5,
32279028,"Cosy, comfy and quiet for one",172223381,Diana,,EIGHTH WARD,42.64936,-73.80278,Private room,57,1,219,2025-09-28,2.68,2,9,12,
32450400,Moroccan Sands,97330032,Sherrell,,FOURTH WARD,42.6761,-73.73825,Private room,104,3,1,2024-10-28,0.08,1,269,0,
32993402,✨Historic Full Amenities 2BR Apt @Downtown Albany,44434571,Earl Vanze,,SECOND WARD,42.64563,-73.75311,Entire home/apt,102,1,461,2025-11-01,5.71,11,354,33,
